"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-150-БЕЖ;150х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012604;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-150-БЕЖ Бежевая Простынь ткань Сатин однотонный 150х214";5;517;http://alvitek.com.ru/upload/iblock/5e3/5e33a58ec73bbea6c54cd373b3248090.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-150-РОЗ;150х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012611;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-150-РОЗ Розовая Простынь ткань Сатин однотонный 150х214";9;517;http://alvitek.com.ru/upload/iblock/ea0/ea0bfdd7969d3f9f32461c5496da422f.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-150-ГОЛ;150х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012598;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-150-ГОЛ Голубая Простынь ткань Сатин однотонный 150х214";5;517;http://alvitek.com.ru/upload/iblock/eb1/eb1f5cd4d4e140660e7713f939b1d0b8.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-150-САЛ;150х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012628;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-150-САЛ Салатовая Простынь ткань Сатин однотонный 150х214";5;517;http://alvitek.com.ru/upload/iblock/593/59398b0a4ffa3dd44611162a1863775d.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-180-БЕЖ;180х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012635;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-180(180)-БЕЖ Бежевая Простынь ткань Сатин однотонный 180х214";2;613;http://alvitek.com.ru/upload/iblock/4f7/4f708d2e65f3e9bd0da319bdca8ade11.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-180-ГОЛ;180х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012642;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-180(180)-ГОЛ Голубая Простынь ткань Сатин однотонный 180х214";4;613;http://alvitek.com.ru/upload/iblock/162/162280662bce369b8614db1260d26b7d.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-180-РОЗ;180х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012659;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-180(180)-РОЗ Розовая Простынь ткань Сатин однотонный 180х214";6;613;http://alvitek.com.ru/upload/iblock/763/7630a840274e1067facfd084f33faad6.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-180-САЛ;180х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012666;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-180(180)-САЛ Салатовая Простынь ткань Сатин однотонный 180х214";8;613;http://alvitek.com.ru/upload/iblock/cf5/cf524feb90b75a0024819c18f57f79bd.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-22-БЕЖ;220х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012673;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-22-БЕЖ Бежевая Простынь ткань Сатин однотонный 214х220";4;748;http://alvitek.com.ru/upload/iblock/be8/be83390df246fdb66e303bf95dae30a1.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-22-ГОЛ;220х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012680;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-22-ГОЛ Голубая Простынь ткань Сатин однотонный 214х220";6;748;http://alvitek.com.ru/upload/iblock/669/669363eece741e2b86119a776e9c4038.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-БЕЖ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017456;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-БЕЖ Бежевый пододеяльник Сатин однотонный 145х215";6;909;http://alvitek.com.ru/upload/iblock/d66/d66c3fec782d1b30b2508685b06179b9.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-ГОЛ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017470;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-ГОЛ Голубой пододеяльник Сатин однотонный 145х215";5;909;http://alvitek.com.ru/upload/iblock/40e/40e2adc926b6b20c4947969a997b8d0e.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-ЖСЕР;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017487;;Жемчужносерый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-ЖСЕР Жемчужносерый пододеяльник Сатин однотонный 145х215";3;909;http://alvitek.com.ru/upload/iblock/de1/de1d5e96c550008eddc8ab8c03fdc96f.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-КОБ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017494;;Кобальт;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-КОБ Кобальт пододеяльник Сатин однотонный 145х215";4;909;http://alvitek.com.ru/upload/iblock/745/745db3c6b00e27855d5dea3b8dc8cfaa.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-РОЗ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017722;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-РОЗ Розовый пододеяльник Сатин однотонный 145х215";5;909;http://alvitek.com.ru/upload/iblock/542/542e6b3b798adcd4de8a8fe02e33474d.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-САЛ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017517;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-САЛ Салатовый пододеяльник Сатин однотонный 145х215";5;909;http://alvitek.com.ru/upload/iblock/8f0/8f0aa88a4b45a90a6e7f518e4a4334d0.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-ШОК;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017531;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-ШОК Шоколадный пододеяльник Сатин однотонный 145х215";1;909;http://alvitek.com.ru/upload/iblock/6c7/6c771dd30d18a869c7c899b6659c5424.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-БЕЖ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017548;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-БЕЖ Бежевый пододеяльник Сатин однотонный 175х215";5;1084;http://alvitek.com.ru/upload/iblock/70c/70cb99ff0777031f3005f3a550b7e7b0.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ГОЛ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017562;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ГОЛ Голубой пододеяльник Сатин однотонный 175х215";3;1084;http://alvitek.com.ru/upload/iblock/c72/c72234c03f436eaf3ecf9ccdac6c6be6.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ЖСЕР;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017579;;Жемчужносерый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ЖСЕР Жемчужносерый пододеяльник Сатин однотонный 175х215";3;1084;http://alvitek.com.ru/upload/iblock/6f5/6f5904bd71f2bd1470c59565ebd43209.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-КОБ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017586;;Кобальт;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-КОБ Кобальт пододеяльник Сатин однотонный 175х215";6;1084;http://alvitek.com.ru/upload/iblock/94f/94f96c00bc66a3dd9651d2a926755593.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-РОЗ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017593;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-РОЗ Розовый пододеяльник Сатин однотонный 175х215";7;1084;http://alvitek.com.ru/upload/iblock/0f7/0f741b852ecdf242e1696fe757e37cb0.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-САЛ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017609;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-САЛ Салатовый пододеяльник Сатин однотонный 175х215";3;1084;http://alvitek.com.ru/upload/iblock/340/340e07ce492998a2275c8c7f7947e8de.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ШОК;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017623;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ШОК Шоколадный пододеяльник Сатин однотонный 175х215";1;1084;http://alvitek.com.ru/upload/iblock/ee3/ee3bc0d43ee7ca4d78e7fe972e301836.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-БЕЛ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017647;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-БЕЛ Белый пододеяльник Сатин однотонный 200х220";3;1357;http://alvitek.com.ru/upload/iblock/a98/a98056973d2d0ee91884c55eff73a64e.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-БЕЖ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017630;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-БЕЖ Бежевый пододеяльник Сатин однотонный 200х220";6;1357;http://alvitek.com.ru/upload/iblock/c71/c71ffc47da3ea8248f057d860bc1fae7.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-ГОЛ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017654;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-ГОЛ Голубой пододеяльник Сатин однотонный 200х220";2;1357;http://alvitek.com.ru/upload/iblock/593/59355e9b8504ebef796b9452a0b8d512.jpeg;
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-О-20;172х205;Легкое;;;;;;;"Овечья шерсть Меринос,пэ";;;"200 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048003527;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"МС-О-20  Одеяло ""Модерато"" 172х205 легкое";17;1683;http://alvitek.com.ru/upload/iblock/985/985490d9e5369551d9a12f818e938b75.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 200 г/кв.м, чехол (хлопок 100%)- ткань сатин-жаккард бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в чемодане"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-22-Элиза;Евро;;;"70х70 (2шт.)";205х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925534305;;;;;"Тональность изделия может отличаться от фото";;;;;"Элиза КПБ евро (5) ""Экзотика"" Поплин";1;1169;http://alvitek.com.ru/upload/iblock/8fd/8fd7355b88e61e407a2c10da23a78b0a.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Набор полотенец";;MERZUKA;Турция;;9724-пудра;50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541945;;;;;"Тональность изделия может отличаться от фото";;;;;"Пудра HIBISCUS арт.9724  (50х80+70х130 ) в коробке Набор полотенец  MERZUKA";4;674;http://alvitek.com.ru/upload/iblock/8b8/8b8618e3f0ef753b1918f6d4f7255c1b.jpeg;
"Набор полотенец";;MERZUKA;Турция;;9724-розовый;50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541952;;;;;"Тональность изделия может отличаться от фото";;;;;"Розовый HIBISCUS арт.9724  (50х80+70х130 ) в коробке Набор полотенец  MERZUKA";2;674;http://alvitek.com.ru/upload/iblock/040/0408138a4b998264977ae5b42003d6f1.jpeg;
"Набор полотенец";;MERZUKA;Турция;;9724-сиреневый;50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541983;;;;;"Тональность изделия может отличаться от фото";;;;;"Сиреневый HIBISCUS арт.9724  (50х80+70х130 ) в коробке Набор полотенец  MERZUKA";1;674;http://alvitek.com.ru/upload/iblock/477/47788c1380b79d85c5ec9cd526c2bc63.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9644";30х50;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541822;;;;;"Тональность изделия может отличаться от фото";;;;;"9644-Оливки М  (30х50)х2шт в коробке Набор кухонный Метеор";23;186;http://alvitek.com.ru/upload/iblock/8b5/8b5d17b1a04da1bb9c46dd89a239fc65.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9660";30х50;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541846;;;;;"Тональность изделия может отличаться от фото";;;;;"9660 Апельсин М  (30х50)х2шт в коробке Набор кухонный Метеор";12;198;http://alvitek.com.ru/upload/iblock/5f0/5f0070b3ad1f56ebbe63bb6bae2586d3.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9659";30х50;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541839;;;;;"Тональность изделия может отличаться от фото";;;;;"9659-Яблоко М  (30х50)х2шт в коробке Набор кухонный Метеор";11;186;http://alvitek.com.ru/upload/iblock/647/6473c09693917effdebbed3d6ed4a192.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9726";40х60;;;;;;;;;;;;;;Вафля;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541792;;;;;"Тональность изделия может отличаться от фото";;;;;"9726 LAVANTA Люкс В  (40х60)х2шт в коробке Набор кухонный Метеор";24;198;http://alvitek.com.ru/upload/iblock/380/3804b107c5ca64aed05ec588ab28afec.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9735";30х50;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"3 шт.";;;2000925541808;;;;;"Тональность изделия может отличаться от фото";;;;;"9735 Оливки М (30х50)х3шт в коробке Набор кухонный Метеор";1;253;http://alvitek.com.ru/upload/iblock/879/8792199138064e1b8f3c870d20065c2d.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9737";30х50;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"3 шт.";;;2000925541815;;;;;"Тональность изделия может отличаться от фото";;;;;"9737 Лаванда М (30х50)х3шт в коробке Набор кухонный Метеор";5;253;http://alvitek.com.ru/upload/iblock/cbb/cbb8e95ac2ab5c581fa7caefe19bf4e5.jpeg;
"Набор полотенец";;"Метеор Текстиль";Турция;;"Метеор -9483";40х60;;;;;;;;;;;;;;Вафля;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541785;;;;;"Тональность изделия может отличаться от фото";;;;;"9483 BIONCE ASCI В  (40х60)х2шт в коробке Набор кухонный Метеор";2;190;http://alvitek.com.ru/upload/iblock/b8e/b8eee5d53ce89f4e2c2dbce4192eced3.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-1,5-CD432-1;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555256;;;;;"Тональность изделия может отличаться от фото";;;;;"CD432-1 КПБ 1,5 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";1;1294;http://alvitek.com.ru/upload/iblock/1be/1be530b5e8e1ce3eae2b3df384024fe6.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD434-4;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555423;;;;;;;;;;"CD434-4 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";7;1553;http://alvitek.com.ru/upload/iblock/b0b/b0ba16a10e48f42fc70c999557ea1082.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD432-4;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555409;;;;;;;;;;"CD432-4 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";2;1553;http://alvitek.com.ru/upload/iblock/7c7/7c7a4ecaa5abc4aea0df678412f5cdf3.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD431-4;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555393;;;;;;;;;;"CD431-4 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";3;1553;http://alvitek.com.ru/upload/iblock/9b3/9b3b9c09e3d31e4584f72261df7aad7e.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD427-4;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555379;;;;;;;;;;"CD427-4 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";1;1553;http://alvitek.com.ru/upload/iblock/544/54492f9241135d736cf653e2d9b3e3ba.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD445-4;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555492;;;;;;;;;;"CD445-4 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) ARLET";1;1553;http://alvitek.com.ru/upload/iblock/1aa/1aa045c5f4e2a61ad0bf1ad5eebdf170.jpeg;
Подушка;Токката;"AlViTek (АльВиТек)";Россия;Стандарт;ПГЛ-С-4060;40х60;;;;;;;;;;"Гречневая лузга";;"150 гр/кв.м";"2 кг";;;;;;;"Многоигольная машина";;"Сумка оригинальная";;;;;4607048006559;;"Однотонный ,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ПГЛ-С-4060 Подушка ""Токката-СТАНДАРТ"" 40х60";3;309;http://alvitek.com.ru/upload/iblock/76a/76a69a2a3d34d3c19b33398e3e08bde2.jpeg;"подушка: чехол стеганный, ткань в ассортименте, наполнитель чехла в ассортименте; наполнитель очищенная, обеспыленная гречневая лузга 2кг, кант, бирка, сумка"
Одеяло;Холфит;"AlViTek (АльВиТек)";Россия;Стандарт;ОПФ-О-15;140х205;Легкое;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Поликоттон;"70% хлопок/30% полиэстр";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048001783;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ОПФ-О-15  Одеяло 140х205 легкое";14;941;http://alvitek.com.ru/upload/iblock/cec/cecbd6b186de41f28cfd11cef96d997b.jpeg;"одеяло с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г/кв.м), чехол - ткань смесовая (поликоттон; 70% - хлопок/30% - полиэстер; 120 г/кв.м) , косая бейка, уголок, бирка, постер, в чемодане"
"Простыня на резинке";"Простыня трикотажная на резинке";"AlViTek (АльВиТек)";Россия;Стандарт;ПТР-КРЕМ-120;120х200+20;;;;;;"На резинке";;;;;;;;Трикотаж;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;120г/м;2000925570655;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ПТР-КРЕМ-120 Кремовая простыня трикотажная на резинке 120х200х20";18;403;http://alvitek.com.ru/upload/iblock/4b2/4b2317fabad8422b973e017e2e2885d0.jpeg;
"Простыня на резинке";"Простыня трикотажная на резинке";"AlViTek (АльВиТек)";Россия;Стандарт;ПТР-ШОК-120;120х200+20;;;;;;"На резинке";;;;;;;;Трикотаж;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;120г/м;2000925570662;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПТР-ШОК-120 Шоколад простыня трикотажная на резинке 120х200х20";16;403;http://alvitek.com.ru/upload/iblock/464/464eee79383e09555f48b7397206f8e6.jpeg;
Простыня;;"Атлас Текстиль";Турция;;Ат-пр-200-Грек-зеленый;200х220;;;;;;Обычная;;;;;;;;Махра;;;;;;;;"Прямоугольная ПВХ на молнии";;;;450г/м;2000925510385;;;;;"Тональность изделия может отличаться от фото";;;;"100% хлопок";"Грек Зеленый 200х220 ( 1шт ) Простыня ВМ 450гр Атлас";1;1150;http://alvitek.com.ru/upload/iblock/9a3/9a3cb20dd94c18d56adb6471d0f50b7d.jpeg;
